cardnumber,name,cardtype,setfolder,imgname,set,entrancecost,handcost,symbol,combath,supporth,combati,supporti,attribute,effect,jutsucost,rarity,flavor
J721,J721,Jutsu,set_18_fangs_of_the_snake,j721.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J722,J722,Jutsu,set_18_fangs_of_the_snake,j722.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J723,J723,Jutsu,set_18_fangs_of_the_snake,j723.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J724,J724,Jutsu,set_18_fangs_of_the_snake,j724.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J725,J725,Jutsu,set_18_fangs_of_the_snake,j725.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J726,J726,Jutsu,set_18_fangs_of_the_snake,j726.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J727E,J727E,Jutsu,set_18_fangs_of_the_snake,j727e.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J728,J728,Jutsu,set_18_fangs_of_the_snake,j728.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J729,J729,Jutsu,set_18_fangs_of_the_snake,j729.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J730,J730,Jutsu,set_18_fangs_of_the_snake,j730.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J731,J731,Jutsu,set_18_fangs_of_the_snake,j731.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J732,J732,Jutsu,set_18_fangs_of_the_snake,j732.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J733,J733,Jutsu,set_18_fangs_of_the_snake,j733.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J734,J734,Jutsu,set_18_fangs_of_the_snake,j734.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J735,J735,Jutsu,set_18_fangs_of_the_snake,j735.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J736,J736,Jutsu,set_18_fangs_of_the_snake,j736.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J737,J737,Jutsu,set_18_fangs_of_the_snake,j737.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J738,J738,Jutsu,set_18_fangs_of_the_snake,j738.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J739,J739,Jutsu,set_18_fangs_of_the_snake,j739.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J740,J740,Jutsu,set_18_fangs_of_the_snake,j740.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J741,J741,Jutsu,set_18_fangs_of_the_snake,j741.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J742,J742,Jutsu,set_18_fangs_of_the_snake,j742.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M670,M670,Mission,set_18_fangs_of_the_snake,m670.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M671,M671,Mission,set_18_fangs_of_the_snake,m671.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M672,M672,Mission,set_18_fangs_of_the_snake,m672.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M673,M673,Mission,set_18_fangs_of_the_snake,m673.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M674,M674,Mission,set_18_fangs_of_the_snake,m674.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M675,M675,Mission,set_18_fangs_of_the_snake,m675.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M676,M676,Mission,set_18_fangs_of_the_snake,m676.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M677,M677,Mission,set_18_fangs_of_the_snake,m677.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M678,M678,Mission,set_18_fangs_of_the_snake,m678.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M679,M679,Mission,set_18_fangs_of_the_snake,m679.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M680,M680,Mission,set_18_fangs_of_the_snake,m680.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M681,M681,Mission,set_18_fangs_of_the_snake,m681.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M682,M682,Mission,set_18_fangs_of_the_snake,m682.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M683,M683,Mission,set_18_fangs_of_the_snake,m683.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M684,M684,Mission,set_18_fangs_of_the_snake,m684.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M685,M685,Mission,set_18_fangs_of_the_snake,m685.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M686,M686,Mission,set_18_fangs_of_the_snake,m686.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M687,M687,Mission,set_18_fangs_of_the_snake,m687.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M688,M688,Mission,set_18_fangs_of_the_snake,m688.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M689,M689,Mission,set_18_fangs_of_the_snake,m689.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M690,M690,Mission,set_18_fangs_of_the_snake,m690.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M691,M691,Mission,set_18_fangs_of_the_snake,m691.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M692,M692,Mission,set_18_fangs_of_the_snake,m692.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M693,M693,Mission,set_18_fangs_of_the_snake,m693.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M694E,M694E,Mission,set_18_fangs_of_the_snake,m694e.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M695,M695,Mission,set_18_fangs_of_the_snake,m695.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M696,M696,Mission,set_18_fangs_of_the_snake,m696.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M697,M697,Mission,set_18_fangs_of_the_snake,m697.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
M698,M698,Mission,set_18_fangs_of_the_snake,m698.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N883,N883,Ninja,set_18_fangs_of_the_snake,n883.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N884,N884,Ninja,set_18_fangs_of_the_snake,n884.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N885,N885,Ninja,set_18_fangs_of_the_snake,n885.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N886,N886,Ninja,set_18_fangs_of_the_snake,n886.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N887,N887,Ninja,set_18_fangs_of_the_snake,n887.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N888,N888,Ninja,set_18_fangs_of_the_snake,n888.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N889,N889,Ninja,set_18_fangs_of_the_snake,n889.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N890,N890,Ninja,set_18_fangs_of_the_snake,n890.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N891,N891,Ninja,set_18_fangs_of_the_snake,n891.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N892,N892,Ninja,set_18_fangs_of_the_snake,n892.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N893,N893,Ninja,set_18_fangs_of_the_snake,n893.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N894,N894,Ninja,set_18_fangs_of_the_snake,n894.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N895,N895,Ninja,set_18_fangs_of_the_snake,n895.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N896,N896,Ninja,set_18_fangs_of_the_snake,n896.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N897E,N897E,Ninja,set_18_fangs_of_the_snake,n897e.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N898,N898,Ninja,set_18_fangs_of_the_snake,n898.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N899E,N899E,Ninja,set_18_fangs_of_the_snake,n899e.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N900,N900,Ninja,set_18_fangs_of_the_snake,n900.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N901,N901,Ninja,set_18_fangs_of_the_snake,n901.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N902,N902,Ninja,set_18_fangs_of_the_snake,n902.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N903,N903,Ninja,set_18_fangs_of_the_snake,n903.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N904,N904,Ninja,set_18_fangs_of_the_snake,n904.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N905,N905,Ninja,set_18_fangs_of_the_snake,n905.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N906,N906,Ninja,set_18_fangs_of_the_snake,n906.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N907,N907,Ninja,set_18_fangs_of_the_snake,n907.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N908,N908,Ninja,set_18_fangs_of_the_snake,n908.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N909,N909,Ninja,set_18_fangs_of_the_snake,n909.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N910,N910,Ninja,set_18_fangs_of_the_snake,n910.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N911,N911,Ninja,set_18_fangs_of_the_snake,n911.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N912,N912,Ninja,set_18_fangs_of_the_snake,n912.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N913,N913,Ninja,set_18_fangs_of_the_snake,n913.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N914,N914,Ninja,set_18_fangs_of_the_snake,n914.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N915,N915,Ninja,set_18_fangs_of_the_snake,n915.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N916,N916,Ninja,set_18_fangs_of_the_snake,n916.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N917,N917,Ninja,set_18_fangs_of_the_snake,n917.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N918,N918,Ninja,set_18_fangs_of_the_snake,n918.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N919,N919,Ninja,set_18_fangs_of_the_snake,n919.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N920,N920,Ninja,set_18_fangs_of_the_snake,n920.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N921,N921,Ninja,set_18_fangs_of_the_snake,n921.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N922,N922,Ninja,set_18_fangs_of_the_snake,n922.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N923,N923,Ninja,set_18_fangs_of_the_snake,n923.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N924,N924,Ninja,set_18_fangs_of_the_snake,n924.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N925,N925,Ninja,set_18_fangs_of_the_snake,n925.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N926,N926,Ninja,set_18_fangs_of_the_snake,n926.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N927,N927,Ninja,set_18_fangs_of_the_snake,n927.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N928,N928,Ninja,set_18_fangs_of_the_snake,n928.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N929,N929,Ninja,set_18_fangs_of_the_snake,n929.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N930,N930,Ninja,set_18_fangs_of_the_snake,n930.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N931,N931,Ninja,set_18_fangs_of_the_snake,n931.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N932,N932,Ninja,set_18_fangs_of_the_snake,n932.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N933,N933,Ninja,set_18_fangs_of_the_snake,n933.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N934,N934,Ninja,set_18_fangs_of_the_snake,n934.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N935,N935,Ninja,set_18_fangs_of_the_snake,n935.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N936,N936,Ninja,set_18_fangs_of_the_snake,n936.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N937,N937,Ninja,set_18_fangs_of_the_snake,n937.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N938,N938,Ninja,set_18_fangs_of_the_snake,n938.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N939,N939,Ninja,set_18_fangs_of_the_snake,n939.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N940,N940,Ninja,set_18_fangs_of_the_snake,n940.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N941,N941,Ninja,set_18_fangs_of_the_snake,n941.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N942,N942,Ninja,set_18_fangs_of_the_snake,n942.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N943,N943,Ninja,set_18_fangs_of_the_snake,n943.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N944,N944,Ninja,set_18_fangs_of_the_snake,n944.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N945,N945,Ninja,set_18_fangs_of_the_snake,n945.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N946,N946,Ninja,set_18_fangs_of_the_snake,n946.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N947,N947,Ninja,set_18_fangs_of_the_snake,n947.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
N948,N948,Ninja,set_18_fangs_of_the_snake,n948.webp,Set 18 Fangs Of The Snake,0,0,['Fire'],,,,,,,,Common,
J696B,J696B,Jutsu,set_19.5_tournament_pack_2,j696b.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J697,J697,Jutsu,set_19.5_tournament_pack_2,j697.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J698,J698,Jutsu,set_19.5_tournament_pack_2,j698.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J699,J699,Jutsu,set_19.5_tournament_pack_2,j699.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J700,J700,Jutsu,set_19.5_tournament_pack_2,j700.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J701,J701,Jutsu,set_19.5_tournament_pack_2,j701.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J702,J702,Jutsu,set_19.5_tournament_pack_2,j702.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J703,J703,Jutsu,set_19.5_tournament_pack_2,j703.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J704E,J704E,Jutsu,set_19.5_tournament_pack_2,j704e.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J705,J705,Jutsu,set_19.5_tournament_pack_2,j705.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
M665,M665,Mission,set_19.5_tournament_pack_2,m665.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
M666,M666,Mission,set_19.5_tournament_pack_2,m666.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
M667,M667,Mission,set_19.5_tournament_pack_2,m667.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
M668E,M668E,Mission,set_19.5_tournament_pack_2,m668e.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
M669,M669,Mission,set_19.5_tournament_pack_2,m669.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1007,N1007,Ninja,set_19.5_tournament_pack_2,n1007.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1008,N1008,Ninja,set_19.5_tournament_pack_2,n1008.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1009,N1009,Ninja,set_19.5_tournament_pack_2,n1009.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1010,N1010,Ninja,set_19.5_tournament_pack_2,n1010.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1011,N1011,Ninja,set_19.5_tournament_pack_2,n1011.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1012E,N1012E,Ninja,set_19.5_tournament_pack_2,n1012e.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1013,N1013,Ninja,set_19.5_tournament_pack_2,n1013.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1014,N1014,Ninja,set_19.5_tournament_pack_2,n1014.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1015,N1015,Ninja,set_19.5_tournament_pack_2,n1015.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1016,N1016,Ninja,set_19.5_tournament_pack_2,n1016.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1017,N1017,Ninja,set_19.5_tournament_pack_2,n1017.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1018,N1018,Ninja,set_19.5_tournament_pack_2,n1018.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1019,N1019,Ninja,set_19.5_tournament_pack_2,n1019.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1020,N1020,Ninja,set_19.5_tournament_pack_2,n1020.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1021,N1021,Ninja,set_19.5_tournament_pack_2,n1021.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1022,N1022,Ninja,set_19.5_tournament_pack_2,n1022.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1023,N1023,Ninja,set_19.5_tournament_pack_2,n1023.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1024,N1024,Ninja,set_19.5_tournament_pack_2,n1024.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1025,N1025,Ninja,set_19.5_tournament_pack_2,n1025.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1026,N1026,Ninja,set_19.5_tournament_pack_2,n1026.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1027,N1027,Ninja,set_19.5_tournament_pack_2,n1027.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1028,N1028,Ninja,set_19.5_tournament_pack_2,n1028.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1029,N1029,Ninja,set_19.5_tournament_pack_2,n1029.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1030,N1030,Ninja,set_19.5_tournament_pack_2,n1030.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1031,N1031,Ninja,set_19.5_tournament_pack_2,n1031.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1032,N1032,Ninja,set_19.5_tournament_pack_2,n1032.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1033,N1033,Ninja,set_19.5_tournament_pack_2,n1033.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1034,N1034,Ninja,set_19.5_tournament_pack_2,n1034.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1035,N1035,Ninja,set_19.5_tournament_pack_2,n1035.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N1036,N1036,Ninja,set_19.5_tournament_pack_2,n1036.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N864,N864,Ninja,set_19.5_tournament_pack_2,n864.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N865,N865,Ninja,set_19.5_tournament_pack_2,n865.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N866,N866,Ninja,set_19.5_tournament_pack_2,n866.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N867,N867,Ninja,set_19.5_tournament_pack_2,n867.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N868,N868,Ninja,set_19.5_tournament_pack_2,n868.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N869,N869,Ninja,set_19.5_tournament_pack_2,n869.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N870,N870,Ninja,set_19.5_tournament_pack_2,n870.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N871,N871,Ninja,set_19.5_tournament_pack_2,n871.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N872,N872,Ninja,set_19.5_tournament_pack_2,n872.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N873,N873,Ninja,set_19.5_tournament_pack_2,n873.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N874,N874,Ninja,set_19.5_tournament_pack_2,n874.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N875,N875,Ninja,set_19.5_tournament_pack_2,n875.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N876,N876,Ninja,set_19.5_tournament_pack_2,n876.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N877,N877,Ninja,set_19.5_tournament_pack_2,n877.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N878,N878,Ninja,set_19.5_tournament_pack_2,n878.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N879E,N879E,Ninja,set_19.5_tournament_pack_2,n879e.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N880E,N880E,Ninja,set_19.5_tournament_pack_2,n880e.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N881,N881,Ninja,set_19.5_tournament_pack_2,n881.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
N882,N882,Ninja,set_19.5_tournament_pack_2,n882.webp,Set 19.5 Tournament Pack 2,0,0,['Fire'],,,,,,,,Common,
J743,J743,Jutsu,set_19_path_of_pain,j743.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J744,J744,Jutsu,set_19_path_of_pain,j744.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J745,J745,Jutsu,set_19_path_of_pain,j745.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J746,J746,Jutsu,set_19_path_of_pain,j746.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J747,J747,Jutsu,set_19_path_of_pain,j747.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J748,J748,Jutsu,set_19_path_of_pain,j748.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J749,J749,Jutsu,set_19_path_of_pain,j749.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J750,J750,Jutsu,set_19_path_of_pain,j750.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J751,J751,Jutsu,set_19_path_of_pain,j751.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J752,J752,Jutsu,set_19_path_of_pain,j752.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J753,J753,Jutsu,set_19_path_of_pain,j753.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J754,J754,Jutsu,set_19_path_of_pain,j754.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J755,J755,Jutsu,set_19_path_of_pain,j755.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J756,J756,Jutsu,set_19_path_of_pain,j756.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J757,J757,Jutsu,set_19_path_of_pain,j757.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J758,J758,Jutsu,set_19_path_of_pain,j758.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J759,J759,Jutsu,set_19_path_of_pain,j759.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J760,J760,Jutsu,set_19_path_of_pain,j760.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
J761,J761,Jutsu,set_19_path_of_pain,j761.webp,Set 19 Path Of Pain,0,0,['Fire'],,,,,,,,Common,
